,geneSymbol,geneSymbol_link,map_loc,chromosome,synonyms,summary
1846,MGP002228,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PDHA1,Xp22.1,X,PDHA; PDHAD; PHE1A; PDHCE1A;,"The pyruvate dehydrogenase (PDH) complex is a nuclear-encoded mitochondrial multienzyme complex that catalyzes the overall conversion of pyruvate to acetyl-CoA and CO(2), and provides the primary link between glycolysis and the tricarboxylic acid (TCA) cycle. The PDH complex is composed of multiple copies of three enzymatic components: pyruvate dehydrogenase (E1), dihydrolipoamide acetyltransferase (E2) and lipoamide dehydrogenase (E3). The E1 enzyme is a heterotetramer of two alpha and two beta subunits. This gene encodes the E1 alpha 1 subunit containing the E1 active site, and plays a key role in the function of the PDH complex. Mutations in this gene are associated with pyruvate dehydrogenase E1-alpha deficiency and X-linked Leigh syndrome. Alternatively spliced transcript variants encoding different isoforms have been found for this gene.[provided by RefSeq, Mar 2010]"
1847,MGP002229,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PDHB,3p21.1-p14.2,3,PDHBD; PHE1B; PDHE1-B;,"The pyruvate dehydrogenase (PDH) complex is a nuclear-encoded mitochondrial multienzyme complex that catalyzes the overall conversion of pyruvate to acetyl-CoA and carbon dioxide, and provides the primary link between glycolysis and the tricarboxylic acid (TCA) cycle. The PDH complex is composed of multiple copies of three enzymatic components: pyruvate dehydrogenase (E1), dihydrolipoamide acetyltransferase (E2) and lipoamide dehydrogenase (E3). The E1 enzyme is a heterotetramer of two alpha and two beta subunits. This gene encodes the E1 beta subunit. Mutations in this gene are associated with pyruvate dehydrogenase E1-beta deficiency. Alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, Mar 2012]"
1848,MGP002303,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PKLR,1q21,1,PK1; PKL; PKR; RPK; PKRL;,"The protein encoded by this gene is a pyruvate kinase that catalyzes the transphosphorylation of phohsphoenolpyruvate into pyruvate and ATP, which is the rate-limiting step of glycolysis. Defects in this enzyme, due to gene mutations or genetic variations, are the common cause of chronic hereditary nonspherocytic hemolytic anemia (CNSHA or HNSHA). Multiple transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jul 2008]"
1849,MGP000066,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ADH1A,4q23,4,ADH1;,"This gene encodes a member of the alcohol dehydrogenase family. The encoded protein is the alpha subunit of class I alcohol dehydrogenase, which consists of several homo- and heterodimers of alpha, beta and gamma subunits. Alcohol dehydrogenases catalyze the oxidation of alcohols to aldehydes. This gene is active in the liver in early fetal life but only weakly active in adult liver. This gene is found in a cluster with six additional alcohol dehydrogenase genes, including those encoding the beta and gamma subunits, on the long arm of chromosome 4. Mutations in this gene may contribute to variation in certain personality traits and substance dependence. [provided by RefSeq, Nov 2010]"
1850,MGP000116,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ALDH1A1,9q21.13,9,ALDC; ALDH1; HEL-9; HEL12; PUMB1; ALDH11; RALDH1; ALDH-E1; HEL-S-53e;,"The protein encoded by this gene belongs to the aldehyde dehydrogenase family. Aldehyde dehydrogenase is the next enzyme after alcohol dehydrogenase in the major pathway of alcohol metabolism. There are two major aldehyde dehydrogenase isozymes in the liver, cytosolic and mitochondrial, which are encoded by distinct genes, and can be distinguished by their electrophoretic mobility, kinetic properties, and subcellular localization. This gene encodes the cytosolic isozyme. Studies in mice show that through its role in retinol metabolism, this gene may also be involved in the regulation of the metabolic responses to high-fat diet. [provided by RefSeq, Mar 2011]"
1851,MGP003719,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ALDH1A2,15q21.3,15,RALDH2; RALDH2-T; RALDH(II);,"This protein belongs to the aldehyde dehydrogenase family of proteins. The product of this gene is an enzyme that catalyzes the synthesis of retinoic acid (RA) from retinaldehyde. Retinoic acid, the active derivative of vitamin A (retinol), is a hormonal signaling molecule that functions in developing and adult tissues. The studies of a similar mouse gene suggest that this enzyme and the cytochrome CYP26A1, concurrently establish local embryonic retinoic acid levels which facilitate posterior organ development and prevent spina bifida. Four transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, May 2011]"
1852,MGP006676,http://www.genenames.org/cgi-bin/gene_symbol_report?match=AWAT1,Xq13.1,X,DGA2; DGAT2L3;,"The protein encoded by this gene belongs to the diacylglycerol acyltransferase family. It esterifies long chain (wax) alcohols with acyl-CoA-derived fatty acids to produce wax esters. Wax esters are enriched in sebum, suggesting that this enzyme plays a central role in lipid metabolism in skin. Consistent with this observation, this protein is predominantly expressed in the sebaceous gland of the skin. [provided by RefSeq, Sep 2009]"
1853,MGP000774,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CYP26A1,10q23-q24,10,CP26; CYP26; P450RAI; P450RAI1;,"This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This endoplasmic reticulum protein acts on retinoids, including all-trans-retinoic acid (RA), with both 4-hydroxylation and 18-hydroxylation activities. This enzyme regulates the cellular level of retinoic acid which is involved in regulation of gene expression in both embryonic and adult tissues. Two alternatively spliced transcript variants of this gene, which encode the distinct isoforms, have been reported. [provided by RefSeq, Jul 2008]"
1854,MGP000751,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CYP2A13,19q13.2,19,CPAD; CYP2A; CYPIIA13;,"This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum. Although its endogenous substrate has not been determined, it is known to metabolize 4-(methylnitrosamino)-1-(3-pyridyl)-1-butanone, a major nitrosamine specific to tobacco. This gene is part of a large cluster of cytochrome P450 genes from the CYP2A, CYP2B and CYP2F subfamilies on chromosome 19q. [provided by RefSeq, Jul 2008]"
1855,MGP000748,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CYP2A6,19q13.2,19,CPA6; CYP2A; CYP2A3; P450PB; CYPIIA6; P450C2A;,"This gene, CYP2A6, encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and its expression is induced by phenobarbital. The enzyme is known to hydroxylate coumarin, and also metabolizes nicotine, aflatoxin B1, nitrosamines, and some pharmaceuticals. Individuals with certain allelic variants are said to have a poor metabolizer phenotype, meaning they do not efficiently metabolize coumarin or nicotine. This gene is part of a large cluster of cytochrome P450 genes from the CYP2A, CYP2B and CYP2F subfamilies on chromosome 19q. The gene was formerly referred to as CYP2A3; however, it has been renamed CYP2A6. [provided by RefSeq, Jul 2008]"
1856,MGP000749,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CYP2A7,19q13.2,19,CPA7; CPAD; CYP2A; CYPIIA7; P450-IIA4;,"This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum; its substrate has not yet been determined. This gene, which produces two transcript variants, is part of a large cluster of cytochrome P450 genes from the CYP2A, CYP2B and CYP2F subfamilies on chromosome 19q. [provided by RefSeq, Jul 2008]"
1857,MGP000752,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CYP2B6,19q13.2,19,CPB6; EFVM; IIB1; P450; CYP2B; CYP2B7; CYP2B7P; CYPIIB6;,"This gene, CYP2B6, encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and its expression is induced by phenobarbital. The enzyme is known to metabolize some xenobiotics, such as the anti-cancer drugs cyclophosphamide and ifosphamide. Transcript variants for this gene have been described; however, it has not been resolved whether these transcripts are in fact produced by this gene or by a closely related pseudogene, CYP2B7. Both the gene and the pseudogene are located in the middle of a CYP2A pseudogene found in a large cluster of cytochrome P450 genes from the CYP2A, CYP2B and CYP2F subfamilies on chromosome 19q. [provided by RefSeq, Jul 2008]"
1858,MGP000761,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CYP3A4,7q21.1,7,HLP; CP33; CP34; CYP3A; NF-25; CYP3A3; P450C3; CYPIIIA3; CYPIIIA4; P450PCN1;,"This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases that catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. This protein localizes to the endoplasmic reticulum and its expression is induced by glucocorticoids and some pharmacological agents. This enzyme is involved in the metabolism of approximately half the drugs in use today, including acetaminophen, codeine, cyclosporin A, diazepam and erythromycin. The enzyme also metabolizes some steroids and carcinogens. This gene is part of a cluster of cytochrome P450 genes on chromosome 7q21.1. Previously another CYP3A gene, CYP3A3, was thought to exist; however, it is now thought that this sequence represents a transcript variant of CYP3A4. Alternatively spliced transcript variants encoding different isoforms have been identified. [provided by RefSeq, Feb 2011]"
1859,MGP005795,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CYP3A43,7q21.1,7,,"This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. The encoded protein has a low level of testosterone hydroxylase activity, and may play a role in aging mechanisms and cancer progression. This gene is part of a cluster of cytochrome P450 genes on chromosome 7q21.1. Alternate splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2013]"
1860,MGP000762,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CYP3A5,7q21.1,7,CP35; PCN3; CYPIIIA5; P450PCN3;,"This gene encodes a member of the cytochrome P450 superfamily of enzymes. The cytochrome P450 proteins are monooxygenases which catalyze many reactions involved in drug metabolism and synthesis of cholesterol, steroids and other lipids. The encoded protein metabolizes drugs as well as the steroid hormones testosterone and progesterone. This gene is part of a cluster of cytochrome P450 genes on chromosome 7q21.1. Two pseudogenes of this gene have been identified within this cluster on chromosome 7. Expression of this gene is widely variable among populations, and a single nucleotide polymorphism that affects transcript splicing has been associated with susceptibility to hypertensions. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Apr 2014]"
1861,MGP000750,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CYP3A7,7q22.1,7,CP37; CYPIIIA7; P450-HFLA; P-450111A7; P-450(HFL33);,"This gene encodes a member of the cytochrome P450 superfamily of enzymes, which participate in drug metabolism and the synthesis of cholesterol, steroids and other lipids. This enzyme hydroxylates testosterone and dehydroepiandrosterone 3-sulphate, which is involved in the formation of estriol during pregnancy. This gene is part of a cluster of related genes on chromosome 7q21.1. Naturally-occurring readthrough transcription occurs between this gene and the downstream CYP3A51P pseudogene and is represented by GeneID:100861540. [provided by RefSeq, Jan 2015]"
1862,MGP003653,http://www.genenames.org/cgi-bin/gene_symbol_report?match=DGAT1,8q24.3,8,ARAT; DGAT; ARGP1; DIAR7;,"This gene encodes an multipass transmembrane protein that functions as a key metabolic enzyme. The encoded protein catalyzes the conversion of diacylglycerol and fatty acyl CoA to triacylglycerol. This enzyme can also transfer acyl CoA to retinol. Activity of this protein may be associated with obesity and other metabolic diseases. [provided by RefSeq, Jul 2013]"
1863,MGP003839,http://www.genenames.org/cgi-bin/gene_symbol_report?match=DHRS3,1p36.1,1,SDR1; RDH17; Rsdr1; DD83.1; SDR16C1; retSDR1;,"Short-chain dehydrogenases/reductases (SDRs), such as DHRS3, catalyze the oxidation/reduction of a wide range of substrates, including retinoids and steroids (Haeseleer and Palczewski, 2000 [PubMed 10800688]).[supplied by OMIM, Jun 2009]"
1864,MGP004395,http://www.genenames.org/cgi-bin/gene_symbol_report?match=DHRS4,14q11.2,14,CR; NRDR; PHCR; PSCD; SDR-SRL; SDR25C1; SDR25C2; SCAD-SRL;,
1865,MGP004153,http://www.genenames.org/cgi-bin/gene_symbol_report?match=DHRS9,2q31.1,2,RDHL; RDH15; RDH-E2; RDHTBE; SDR9C4; RDH-TBE; RETSDR8; 3ALPHA-HSD; 3-alpha-HSD;,"This gene encodes a member of the short-chain dehydrogenases/reductases (SDR) family. The encoded protein has been identified as a moonlighting protein based on its ability to perform mechanistically distinct functions. This protein demonstrates oxidoreductase activity toward hydroxysteroids and is able to convert 3-alpha-tetrahydroprogesterone to dihydroxyprogesterone and 3-alpha-androstanediol to dihydroxyprogesterone in the cytoplasm, and may additionally function as a transcriptional repressor in the nucleus. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jan 2014]"
1866,MGP005239,http://www.genenames.org/cgi-bin/gene_symbol_report?match=DNAJB11,3q27.3,3,DJ9; EDJ; Dj-9; ERj3; ABBP2; ERdj3; ERj3p; ABBP-2; UNQ537; PRO1080;,"This gene encodes a soluble glycoprotein of the endoplasmic reticulum (ER) lumen that functions as a co-chaperone of binding immunoglobulin protein, a 70 kilodalton heat shock protein chaperone required for the proper folding and assembly of proteins in the ER. The encoded protein contains a highly conserved J domain of about 70 amino acids with a characteristic His-Pro-Asp (HPD) motif and may regulate the activity of binding immunoglobulin protein by stimulating ATPase activity. [provided by RefSeq, Mar 2014]"
1867,MGP004417,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ERP29,12q24.13,12,ERp28; ERp31; PDIA9; PDI-DB; C12orf8; HEL-S-107;,"This gene encodes a reticuloplasmin, a protein which resides in the lumen of the endoplasmic reticulum (ER). The protein shows sequence similarity to the protein disulfide isomerase family. However, it lacks the thioredoxin motif characteristic of this family, suggesting that this protein does not function as a disulfide isomerase. The protein dimerizes and is thought to play a role in the processing of secretory proteins within the ER. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Jul 2008]"
1868,MGP001516,http://www.genenames.org/cgi-bin/gene_symbol_report?match=HSPA5,9q33.3,9,BIP; MIF2; GRP78; HEL-S-89n;,"The protein encoded by this gene is a member of the heat shock protein 70 (HSP70) family. It is localized in the lumen of the endoplasmic reticulum (ER), and is involved in the folding and assembly of proteins in the ER. As this protein interacts with many ER proteins, it may play a key role in monitoring protein transport through the cell.[provided by RefSeq, Sep 2010]"
1869,MGP004274,http://www.genenames.org/cgi-bin/gene_symbol_report?match=HYOU1,11q23.1-q23.3,11,Grp170; HSP12A; ORP150; GRP-170; ORP-150;,"The protein encoded by this gene belongs to the heat shock protein 70 family. This gene uses alternative transcription start sites. A cis-acting segment found in the 5' UTR is involved in stress-dependent induction, resulting in the accumulation of this protein in the endoplasmic reticulum (ER) under hypoxic conditions. The protein encoded by this gene is thought to play an important role in protein folding and secretion in the ER. Since suppression of the protein is associated with accelerated apoptosis, it is also suggested to have an important cytoprotective role in hypoxia-induced cellular perturbation. This protein has been shown to be up-regulated in tumors, especially in breast tumors, and thus it is associated with tumor invasiveness. This gene also has an alternative translation initiation site, resulting in a protein that lacks the N-terminal signal peptide. This signal peptide-lacking protein, which is only 3 amino acids shorter than the mature protein in the ER, is thought to have a housekeeping function in the cytosol. In rat, this protein localizes to both the ER by a carboxy-terminal peptide sequence and to mitochondria by an amino-terminal targeting signal. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Mar 2014]"
1870,MGP003834,http://www.genenames.org/cgi-bin/gene_symbol_report?match=LRAT,4q32.1,4,LCA14;,"The protein encoded by this gene localizes to the endoplasmic reticulum, where it catalyzes the esterification of all-trans-retinol into all-trans-retinyl ester. This reaction is an important step in vitamin A metabolism in the visual system. Mutations in this gene have been associated with early-onset severe retinal dystrophy and Leber congenital amaurosis 14. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2014]"
1871,MGP005786,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PDIA2,16p13.3,16,PDI; PDA2; PDIP; PDIR;,"Protein disulfide isomerases (EC 5.3.4.1), such as PDIP, are endoplasmic reticulum (ER) resident proteins that catalyze protein folding and thiol-disulfide interchange reactions (Desilva et al., 1996 [PubMed 8561901]).[supplied by OMIM, Mar 2008]"
1872,MGP003954,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PDIA4,7q35,7,ERP70; ERP72; ERp-72;,
1873,MGP004137,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PDIA6,2p25.1,2,P5; ERP5; TXNDC7;,"Protein disulfide isomerases (EC 5.3.4.1), such as PDIA6, are endoplasmic reticulum (ER) resident proteins that catalyze formation, reduction, and isomerization of disulfide bonds in proteins and are thought to play a role in folding of disulfide-bonded proteins (Hayano and Kikuchi, 1995 [PubMed 7590364]).[supplied by OMIM, Mar 2008]"
1874,MGP003470,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PNPLA4,Xp22.3,X,GS2; DXS1283E; iPLA2eta;,"This gene encodes a member of the patatin-like family of phospholipases. The encoded enzyme has both triacylglycerol lipase and transacylase activities and may be involved in adipocyte triglyceride homeostasis. Alternate splicing results in multiple transcript variants. A pseudogene of this gene is found on chromosome Y. [provided by RefSeq, Feb 2010]"
1875,MGP002384,http://www.genenames.org/cgi-bin/gene_symbol_report?match=PPIB,15q21-q22,15,OI9; CYPB; SCYLP; CYP-S1; HEL-S-39;,"The protein encoded by this gene is a cyclosporine-binding protein and is mainly located within the endoplasmic reticulum. It is associated with the secretory pathway and released in biological fluids. This protein can bind to cells derived from T- and B-lymphocytes, and may regulate cyclosporine A-mediated immunosuppression. Variants have been identified in this protein that give rise to recessive forms of osteogenesis imperfecta. [provided by RefSeq, Oct 2009]"
1876,MGP005122,http://www.genenames.org/cgi-bin/gene_symbol_report?match=RDH11,14q24.1,14,MDT1; CGI82; PSDR1; RALR1; SCALD; ARSDR1; HCBP12; RDJCSS; SDR7C1;,"The protein encoded by this gene is an NADPH-dependent retinal reductase and a short-chain dehydrogenase/reductase. The encoded protein has no steroid dehydrogenase activity. [provided by RefSeq, Nov 2011]"
1877,MGP006603,http://www.genenames.org/cgi-bin/gene_symbol_report?match=RDH12,14q24.1,14,LCA3; RP53; LCA13; SDR7C2;,"The protein encoded by this gene is an NADPH-dependent retinal reductase whose highest activity is toward 9-cis and all-trans-retinol. The encoded enzyme also plays a role in the metabolism of short-chain aldehydes but does not exhibit steroid dehydrogenase activity. Defects in this gene are a cause of Leber congenital amaurosis type 3 (LCA3). [provided by RefSeq, Jul 2008]"
1878,MGP003617,http://www.genenames.org/cgi-bin/gene_symbol_report?match=RDH16,12q13.3,12,RODH-4; SDR9C8;,
1879,MGP005072,http://www.genenames.org/cgi-bin/gene_symbol_report?match=RDH8,19p13.2,19,PRRDH; SDR28C2;,"This gene encodes a member of the short-chain dehydrogenase/reductase family. The encoded protein catalyzes the reduction of all-trans-retinal to all-trans-retinol, the first reaction step of the rhodopsin regeneration pathway. This enzymatic reaction is the rate-limiting step in the visual cycle. [provided by RefSeq, Feb 2014]"
1880,MGP005337,http://www.genenames.org/cgi-bin/gene_symbol_report?match=RETSAT,2p11.2,2,,
1881,MGP002647,http://www.genenames.org/cgi-bin/gene_symbol_report?match=RPE65,1p31,1,BCO3; LCA2; RP20; rd12; mRPE65; sRPE65;,"This gene encodes a protein which is located in the retinal pigment epithelium and is involved in the production of 11-cis retinal and in visual pigment regeneration. There are two forms of this protein, a soluble form called sRPE65, and a palmitoylated, membrane-bound form known as mRPE65. mRPE65 serves as the palmitoyl donor for lecithin retinol acyl transferase (LRAT), the enzyme that catalyzes the vitamin A to all trans retinol step of the chromophore regeneration process. Both mRPE65 and sRPE65 also serve as regulatory proteins, with the ratio and concentrations of these molecules playing a role in the inhibition of 11-cis retinal synthesis. Mutations in this gene have been associated with Leber congenital amaurosis type 2 (LCA2) and retinitis pigmentosa. [provided by RefSeq, Jul 2008]"
1882,MGP004739,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SDF2L1,22q11.21,22,,
1883,MGP005314,http://www.genenames.org/cgi-bin/gene_symbol_report?match=UGT1A1,2q37,2,GNT1; UGT1; UDPGT; UGT1A; HUG-BR1; BILIQTL1; UDPGT 1-1;,"This gene encodes a UDP-glucuronosyltransferase, an enzyme of the glucuronidation pathway that transforms small lipophilic molecules, such as steroids, bilirubin, hormones, and drugs, into water-soluble, excretable metabolites. This gene is part of a complex locus that encodes several UDP-glucuronosyltransferases. The locus includes thirteen unique alternate first exons followed by four common exons. Four of the alternate first exons are considered pseudogenes. Each of the remaining nine 5' exons may be spliced to the four common exons, resulting in nine proteins with different N-termini and identical C-termini. Each first exon encodes the substrate binding site, and is regulated by its own promoter. The preferred substrate of this enzyme is bilirubin, although it also has moderate activity with simple phenols, flavones, and C18 steroids. Mutations in this gene result in Crigler-Najjar syndromes types I and II and in Gilbert syndrome. [provided by RefSeq, Jul 2008]"
1884,MGP000032,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ACP1,2p25,2,HAAP;,"The product of this gene belongs to the phosphotyrosine protein phosphatase family of proteins. It functions as an acid phosphatase and a protein tyrosine phosphatase by hydrolyzing protein tyrosine phosphate to protein tyrosine and orthophosphate. This enzyme also hydrolyzes orthophosphoric monoesters to alcohol and orthophosphate. This gene is genetically polymorphic, and three common alleles segregating at the corresponding locus give rise to six phenotypes. Each allele appears to encode at least two electrophoretically different isozymes, Bf and Bs, which are produced in allele-specific ratios. Multiple alternatively spliced transcript variants encoding distinct isoforms have been identified for this gene. [provided by RefSeq, Aug 2008]"
1885,MGP002234,http://www.genenames.org/cgi-bin/gene_symbol_report?match=ENPP1,6q22-q23,6,M6S1; NPP1; NPPS; PC-1; PCA1; ARHR2; COLED; PDNP1;,"This gene is a member of the ecto-nucleotide pyrophosphatase/phosphodiesterase (ENPP) family. The encoded protein is a type II transmembrane glycoprotein comprising two identical disulfide-bonded subunits. This protein has broad specificity and cleaves a variety of substrates, including phosphodiester bonds of nucleotides and nucleotide sugars and pyrophosphate bonds of nucleotides and nucleotide sugars. This protein may function to hydrolyze nucleoside 5' triphosphates to their corresponding monophosphates and may also hydrolyze diadenosine polyphosphates. Mutations in this gene have been associated with 'idiopathic' infantile arterial calcification, ossification of the posterior longitudinal ligament of the spine (OPLL), and insulin resistance. [provided by RefSeq, Jul 2008]"
1886,MGP005985,http://www.genenames.org/cgi-bin/gene_symbol_report?match=FLAD1,1q21.3,1,FAD1; FADS; PP591;,"This gene encodes the enzyme that catalyzes adenylation of flavin mononucleotide (FMN) to form flavin adenine dinucleotide (FAD) coenzyme. Alternatively spliced transcript variants encoding distinct isoforms have been observed. [provided by RefSeq, Jul 2008]"
1887,MGP005416,http://www.genenames.org/cgi-bin/gene_symbol_report?match=RFK,9q21.13,9,RIFK;,"Riboflavin kinase (RFK; EC 2.7.1.26) is an essential enzyme that catalyzes the phosphorylation of riboflavin (vitamin B2) to form flavin mononucleotide (FMN), an obligatory step in vitamin B2 utilization and flavin cofactor synthesis (Karthikeyan et al., 2003 [PubMed 12623014]).[supplied by OMIM, Nov 2009]"
1888,MGP003230,http://www.genenames.org/cgi-bin/gene_symbol_report?match=TYR,11q14.3,11,ATN; CMM8; OCA1; OCA1A; OCAIA; SHEP3;,"The enzyme encoded by this gene catalyzes the first 2 steps, and at least 1 subsequent step, in the conversion of tyrosine to melanin. The enzyme has both tyrosine hydroxylase and dopa oxidase catalytic activities, and requires copper for function. Mutations in this gene result in oculocutaneous albinism, and nonpathologic polymorphisms result in skin pigmentation variation. The human genome contains a pseudogene similar to the 3' half of this gene. [provided by RefSeq, Oct 2008]"
1889,MGP000105,http://www.genenames.org/cgi-bin/gene_symbol_report?match=AHCY,20q11.22,20,SAHH; adoHcyase;,"S-adenosylhomocysteine hydrolase belongs to the adenosylhomocysteinase family. It catalyzes the reversible hydrolysis of S-adenosylhomocysteine (AdoHcy) to adenosine (Ado) and L-homocysteine (Hcy). Thus, it regulates the intracellular S-adenosylhomocysteine (SAH) concentration thought to be important for transmethylation reactions. Deficiency in this protein is one of the different causes of hypermethioninemia. Alternatively spliced transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jun 2009]"
1890,MGP000433,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CBS,21q22.3,21,HIP4;,"The protein encoded by this gene acts as a homotetramer to catalyze the conversion of homocysteine to cystathionine, the first step in the transsulfuration pathway. The encoded protein is allosterically activated by adenosyl-methionine and uses pyridoxal phosphate as a cofactor. Defects in this gene can cause cystathionine beta-synthase deficiency (CBSD), which can lead to homocystinuria. Multiple alternatively spliced transcript variants have been found for this gene. [provided by RefSeq, May 2010]"
1891,MGP000718,http://www.genenames.org/cgi-bin/gene_symbol_report?match=CTH,1p31.1,1,,"This gene encodes a cytoplasmic enzyme in the trans-sulfuration pathway that converts cystathione derived from methionine into cysteine. Glutathione synthesis in the liver is dependent upon the availability of cysteine. Mutations in this gene cause cystathioninuria. Alternative splicing of this gene results in three transcript variants encoding different isoforms. [provided by RefSeq, Jun 2010]"
1892,MGP001195,http://www.genenames.org/cgi-bin/gene_symbol_report?match=GGT1,22q11.23,22,GGT; GTG; CD224; GGT 1; D22S672; D22S732;,"The enzyme encoded by this gene is a type I gamma-glutamyltransferase that catalyzes the transfer of the glutamyl moiety of glutathione to a variety of amino acids and dipeptide acceptors. The enzyme is composed of a heavy chain and a light chain, which are derived from a single precursor protein. It is expressed in tissues involved in absorption and secretion and may contribute to the etiology of diabetes and other metabolic disorders. Multiple alternatively spliced variants have been identified. There are a number of related genes present on chromosomes 20 and 22, and putative pseudogenes for this gene on chromosomes 2, 13, and 22. [provided by RefSeq, Jan 2014]"
1893,MGP001870,http://www.genenames.org/cgi-bin/gene_symbol_report?match=MARS,12q13.3,12,MRS; METRS; MTRNS; SPG70;,"This gene encodes a member of the class I family of aminoacyl-tRNA synthetases. These enzymes play a critical role in protein biosynthesis by charging tRNAs with their cognate amino acids. The encoded protein is a component of the multi-tRNA synthetase complex and catalyzes the ligation of methionine to tRNA molecules. [provided by RefSeq, Jan 2011]"
1894,MGP001872,http://www.genenames.org/cgi-bin/gene_symbol_report?match=MAT2A,2p11.2,2,MATA2; MATII; SAMS2;,"The protein encoded by this gene catalyzes the production of S-adenosylmethionine (AdoMet) from methionine and ATP. AdoMet is the key methyl donor in cellular processes. [provided by RefSeq, Jun 2011]"
1895,MGP004968,http://www.genenames.org/cgi-bin/gene_symbol_report?match=MAT2B,5q34,5,TGR; MAT-II; SDR23E1; MATIIbeta; Nbla02999;,"The protein encoded by this gene belongs to the methionine adenosyltransferase (MAT) family. MAT catalyzes the biosynthesis of S-adenosylmethionine from methionine and ATP. This protein is the regulatory beta subunit of MAT. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Nov 2012]"
1896,MGP006520,http://www.genenames.org/cgi-bin/gene_symbol_report?match=METTL6,3p25.1,3,,
1897,MGP005203,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SCLY,2q37.3,2,SCL; hSCL;,"Selenocysteine lyase (SCLY; EC 4.4.1.16) catalyzes the pyridoxal 5-prime phosphate-dependent conversion of L-selenocysteine to L-alanine and elemental selenium (Mihara et al., 2000 [PubMed 10692412]).[supplied by OMIM, Mar 2008]"
1898,MGP004547,http://www.genenames.org/cgi-bin/gene_symbol_report?match=SEPHS2,16p11.2,16,SPS2; SPS2b;,"This gene encodes an enzyme that synthesizes selenophosphate from selenide and ATP. Selenophosphate is the selenium donor used to synthesize selenocysteine, which is co-translationally incorporated into selenoproteins at in-frame UGA codons. Genes encoding selenocysteine contain a stem-loop secondary structure in their 3' UTR called a selenocysteine insertion sequence (SECIS) element. The protein encoded by this gene contains a selenocysteine residue in its predicted active site. There is a pseudogene for this gene on chromosome 5. [provided by RefSeq, Aug 2013]"
